nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Son Puig,Blanco Barrica,Bodegas Son Puig SL,,13.5,750.0,251.0,Spanien,Balearerna,Mallorca,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/son-puig-7016101,,
Fangar Elements,Red,Finca Es Fangar S.A.U.,2012,14.0,750.0,357.0,Spanien,Balearerna,Mallorca,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/fangar-elements-7600601,https://product-cdn.systembolaget.se/productimages/12155438/12155438,
Barros,Vintage Port,Sogevinus,2009,20.0,750.0,499.0,Portugal,Douro,Porto,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barros-8187001,,
Tinto De La Casa,Riccitelli,Matias Riccitelli,,14.5,750.0,249.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tinto-de-la-casa-7700201,,
Sander,Spätburgunder,Weingut Sander,2017,12.5,750.0,149.0,Tyskland,Rheinhessen,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sander-7917901,,
Chablis Premier Cru Fourchaume,Domaine Alain Geoffroy,Domaine Alain Geoffroy,2017,13.0,750.0,259.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-premier-cru-fourchaume-7135301,,
Château Haut Breton Larigaudière,Le Créateur,Château Haut-Bergeron,2009,12.5,750.0,958.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-haut-breton-larigaudière-7862601,,
Hacienda López de Haro,Reserva,Bodega Classica,2014,13.5,750.0,149.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig, nyanserad, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, nougat, korinter, tobak, kanel och vanilj.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/hacienda-lópez-de-haro-7934001,https://product-cdn.systembolaget.se/productimages/12946111/12946111,
Portillo,Sauvignon Blanc,Bodegas Salentein,2019,12.5,750.0,109.0,Argentina,Cuyo,Mendoza,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/portillo-7100701,https://product-cdn.systembolaget.se/productimages/12946231/12946231,
Charles de Fère,Cuvée Jean-Louis Blanc de Blanc,Boisset,,11.5,1500.0,179.0,Frankrike,,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/charles-de-fère-7769206,,
Vermentino,,Aia Vecchia,2016,13.0,750.0,119.0,Italien,Toscana,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vermentino-7493601,https://product-cdn.systembolaget.se/productimages/13297529/13297529,
Gisèle Devavry,Trésor de Cave Brut,Gisèle Devavry,1998,12.0,750.0,699.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gisèle-devavry-7782101,,
Frederiksdal,Kirsebaervin Sur Lie,Frederiksdal Kirsebærvin A/S,,14.0,500.0,219.0,Danmark,,,Aperitif & Dessert,Smaksatta viner & fruktviner,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/frederiksdal-7015202,,
Toni Gelabert,Son Fangos Negre,Vins Toni Gelabert,2017,13.0,750.0,265.0,Spanien,Balearerna,Mallorca,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/toni-gelabert-7662601,,
Dalva,Tawny Reserve,C da Silva (Vinhos) SA,,20.0,375.0,125.0,Portugal,Douro,Porto,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dalva-7274502,,
Chablis,Domaine de l'Enclos,Domaine de l'Enclos,2018,13.0,750.0,219.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-7550401,https://product-cdn.systembolaget.se/productimages/13608268/13608268,
Rosamaro,Brut,Masseria Altemura,,11.0,750.0,78.0,Italien,,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rosamaro-7097501,https://product-cdn.systembolaget.se/productimages/13641090/13641090,
Bianco Porticello,Terre Siciliane,Tenuta di Castellaro S.r.l.,2016,12.0,750.0,198.0,Italien,Sicilien,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bianco-porticello-7576101,https://product-cdn.systembolaget.se/productimages/13694851/13694851,
Schömehl,Riesling trocken QbA,Weingut Schömehl GbR,2017,12.0,375.0,82.0,Tyskland,Nahe,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/schömehl-583002,https://product-cdn.systembolaget.se/productimages/13737606/13737606,Riesling
Simonsig,Pinotage Redhill,Simonsig Estate,2016,15.0,750.0,219.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/simonsig-7262101,,
Cap Royal,Sauvignon Blanc,Comp Medocaine des Grand Crus,2017,12.0,750.0,129.0,Frankrike,Bordeaux,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cap-royal-7523801,,
Le Havre de Paix,Rouge,Les Grands Chais de France,2017,12.5,750.0,89.0,Frankrike,Languedoc-Roussillon,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-havre-de-paix-7535801,https://product-cdn.systembolaget.se/productimages/14000249/14000249,
Tenuta Di Nozzole,Vin Santo Del Chianti Classico,Ambrogio e Giovanni Folonari,2008,12.0,500.0,299.0,Italien,Toscana,Chianti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tenuta-di-nozzole-7317702,,
Kottabos,Grenache Syrah,Boschkloof Wines,2017,13.5,750.0,204.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/kottabos-7578501,,
Preparatus Supervivet,Lars Wilderängs,Domaine Roche,2017,14.5,750.0,175.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/preparatus-supervivet-7540601,https://product-cdn.systembolaget.se/productimages/14078502/14078502,
La Casa di Bricciano,Sangiovese,La Casa di Bricciano,2011,13.0,750.0,338.0,Italien,Toscana,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-casa-di-bricciano-7423801,,
Ramírez de la Piscina,Reserva,Bodegas Ramírez,2013,14.0,1500.0,425.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ramírez-de-la-piscina-7036406,,
Kamnik,Pinot Grigio Single Vineyard,Kamnik,2016,13.0,750.0,150.0,Nordmakedonien,Povardarje,Skopje,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/kamnik-7132001,,
Barbera d'Alba Poderi Vaiot,Franco Casetta,Franco Casetta,2017,13.5,750.0,158.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barbera-d'alba-poderi-vaiot-7554001,,
Côte Rotie,Reviniscence Lionel Faury,Domaine Faury,2018,13.0,750.0,419.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rotie-7467901,,
El Copero,Tinto,Bodegas Murviedro,,12.0,3000.0,229.0,Spanien,Valencia,,Rött vin,Mjukt & Bärigt,Serveras vid cirka 16°C som sällskapsdryck eller till rätter av ljust kött.,"Bärig, något kryddig doft med inslag av körsbär, kanel och jordgubbar.",0.0%,0.0%,75.0%,41.66666666666667%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/el-copero-7108508,https://product-cdn.systembolaget.se/productimages/14212185/14212185,Monastrell---Bobal
Des Dames de France,Grand Cru Brut,Pierre Boever et Fils,,12.0,750.0,379.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/des-dames-de-france-7611701,,
Lindesberg & Nora tillsammans 750 År,,PRÉVOTEAU-PERRIER,,12.0,750.0,358.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C till rätter av fisk och skaldjur eller som aperitif.,"Fruktig mycket frisk smak med inslag av gröna äpplen, ljust bröd, nougat, päron och citrus.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/lindesberg-&-nora-tillsammans-750-år-7407901,,
Meursault Village,,Henri Boillot,2017,13.0,750.0,699.0,Frankrike,Bourgogne,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/meursault-village-7358201,,
Conti Ducco,Cuvée Extra Brut,Conti Ducco,,13.0,750.0,294.0,Italien,Lombardiet,Franciacorta,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conti-ducco-7485901,https://product-cdn.systembolaget.se/productimages/14222377/14222377,
Conti Ducco,Blanc de Blancs,Conti Ducco,2015,12.5,750.0,390.0,Italien,Lombardiet,Franciacorta,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conti-ducco-7776101,https://product-cdn.systembolaget.se/productimages/14222379/14222379,
Marani,Tvishi,Telavi Wine Cellar,2016,11.0,750.0,185.0,Georgien,Racha Region,,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/marani-7310801,,
Lallier,Nature Brut,Lallier,,12.5,750.0,439.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/lallier-7400601,,
Leopard's Leap Culinaria Collection,Grand Vin,Leopard's Leap Wines,2017,13.5,750.0,145.0,Sydafrika,Western Cape,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/leopard's-leap-culinaria-collection-7227001,https://product-cdn.systembolaget.se/productimages/14276708/14276708,
Alain Bernard,Cuvée Pierre Robert Grand Cru Blanc de Noirs,Alain Bernard,2010,12.5,750.0,575.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/alain-bernard-7846701,,
Pietro dal Cero,Amarone della Valpolicella,Azienda Agricola Ca dei Frati,2013,16.0,375.0,349.0,Italien,Venetien,Valpolicella,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pietro-dal-cero-9063002,https://product-cdn.systembolaget.se/productimages/14601627/14601627,
Taylor's,Reserve Tawny Port,Taylor's,,20.0,1000.0,449.0,Portugal,Douro,,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/taylor's-7389001,https://product-cdn.systembolaget.se/productimages/14622163/14622163,
Romanico,Castel Del Monte Nero di Troia,Ognissole,2015,13.0,750.0,199.0,Italien,Apulien,Castel del Monte,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/romanico-8017501,,
Bulles de Lisennes,Crémant de Bordeaux Rosé Brut,Château de Lisennes,,12.0,750.0,149.0,Frankrike,Bordeaux,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bulles-de-lisennes-7245701,,
Canebbio Langhe Nebbiolo,Cagliero,Cagliero,2016,14.5,750.0,279.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/canebbio-langhe-nebbiolo-7232901,https://sb-product-media-prod.azureedge.net/productimages/14681603/14681603,
Krohn,Porto Colheita,Wiese & Krohn,1996,20.5,750.0,448.0,Portugal,Douro,Porto,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/krohn-7359701,,
Novas Gran Reserva,Cabernet Sauvignon Malbec,Viñedos Emiliana,2017,14.0,750.0,99.0,Chile,Valle Central,Rapel,Rött vin,Fruktigt & Smakrikt,Serveras vid 18°C till rätter av mörkt kött.,"Fruktig smak med fatkaraktär, inslag av svarta vinbär, blåbär, plommon, lakrits, kakao och vanilj. ",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/novas-gran-reserva-645001,https://product-cdn.systembolaget.se/productimages/1470158/1470158,Cabernet sauvignon---Malbec
Vougeot,Premier Cru Les Cras,Domaine Rion,2013,13.0,750.0,642.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vougeot-7304001,,
Boscarelli Prugnolo,Rosso di Montepulciano,Boscarelli,2017,13.5,750.0,161.0,Italien,Toscana,Rosso di Montepulciano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/boscarelli-prugnolo-7021901,,
Scala Dei Cartoixa,,Cellers Scala Dei,2016,14.5,750.0,399.0,Spanien,Katalonien,Priorat,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/scala-dei-cartoixa-7468401,https://sb-product-media-prod.azureedge.net/productimages/1152524/1152524,
Antico Monastero,Barbaresco,Agricola Bosio srl,2017,14.0,750.0,294.0,Italien,Piemonte,Barbaresco,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/antico-monastero-7068101,https://product-cdn.systembolaget.se/productimages/1153410/1153410,
K Art den Hoed,Viognier,Charles Smith Wines,2015,14.5,750.0,249.0,USA,Washington State,Yakima Valley,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/k-art-den-hoed-7366001,https://product-cdn.systembolaget.se/productimages/1154531/1154531,
Clonakilla,O'Riada Shiraz,Clonakilla,2014,13.5,750.0,399.0,Australien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clonakilla-7398301,,
Bott Frères,Riesling Kirchberg de Ribeauvillé,Bott Frères,2017,12.5,750.0,299.0,Frankrike,Alsace,Alsace Grand Cru,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bott-frères-7963401,,
Vila Santa,Reserva,João Portugal Ramos,2017,14.0,750.0,129.0,Portugal,Alentejo,Alentejano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vila-santa-1250701,https://product-cdn.systembolaget.se/productimages/11560/11560,Alicante bouschet---Trincadeira---Aragones---Cabernet sauvignon---Periquita
Zýme,602020,Azienda Agricola Zýme,2017,14.0,750.0,470.0,Italien,Venetien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/zýme-7216301,,
M.Chapoutier,Les Vignes de Bila-Haut,M.Chapoutier,2017,13.5,750.0,129.0,Frankrike,Languedoc-Roussillon,Côtes du Roussillon,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/m.chapoutier-7712901,https://sb-product-media-prod.azureedge.net/productimages/1161186/1161186,
Gaja,Gaia & Rey,Gaja,2018,14.0,750.0,1599.0,Italien,Piemonte,Langhe,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gaja-7574801,https://sb-product-media-prod.azureedge.net/productimages/1163342/1163342,
Van Ardi,Rött,Van Ardi,2017,13.0,750.0,139.0,Armenien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/van-ardi-7434101,,
Château Teyssier,,Château Teyssier,2015,14.5,750.0,298.0,Frankrike,Bordeaux,Montagne-St-Emilion,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-teyssier-7921301,,
Chablis Premier Cru Vaillon,Domaine Besson,Domaine Besson,2017,13.5,750.0,239.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-premier-cru-vaillon-7121101,https://sb-product-media-prod.azureedge.net/productimages/1166481/1166481,
Trinity,Eh Areni Noir,Trinity LCC,2017,14.0,750.0,268.0,Armenien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/trinity-7148101,,
Spioenkop,Johanna Brandt Chenin Blanc,Spioenkop Wines,2016,13.0,750.0,289.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/spioenkop-7572301,,
Barolo Riserva,10 Anni BelColle,Bosio Family Estates srl,2009,14.0,750.0,495.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-riserva-7713001,https://sb-product-media-prod.azureedge.net/productimages/24491379/24491379,
Langhe Rossese Bianco,Josetta Saffirio,Josetta Saffirio,2018,14.0,750.0,129.0,Italien,Piemonte,Langhe,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/langhe-rossese-bianco-7828401,,
Chacayes,,Bodega Piedra Negra,2008,15.5,750.0,599.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chacayes-7543601,,
Les Espassoles,,Les Terrasses de L'arago,2019,13.0,750.0,123.0,Frankrike,Languedoc-Roussillon,Côtes Catalanes,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-espassoles-7520501,,
Chardonnay de nos Nuits,,Les Terrasses de L'arago,2019,12.5,750.0,175.0,Frankrike,Languedoc-Roussillon,Côtes Catalanes,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chardonnay-de-nos-nuits-7091801,,
Buteljholmen 23,,Jean-Marc Dreyer,,13.5,2250.0,927.0,Frankrike,Alsace,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/buteljholmen-23-7863809,,
Zaku,Kanade no Tomo,Shimizu Seizaburo Shoten Ltd.,,15.0,720.0,368.0,Japan,,,Aperitif & Dessert,Sake,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/zaku-7935401,,
De fil en Aiguile,Little by Little,Francois Ducrot,2019,13.0,750.0,141.0,Frankrike,Languedoc-Roussillon,IGP Hérault,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/de-fil-en-aiguile-7055701,,
La vie à pleines dents!,Bite into Life,Francois Ducrot,2019,13.0,750.0,141.0,Frankrike,Languedoc-Roussillon,IGP Hérault,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-vie-à-pleines-dents!-7127001,,
Bellavista,Cuvee Brut Magnum,Bellavista,,12.5,1500.0,679.0,Italien,Lombardiet,Franciacorta,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bellavista-7986106,https://product-cdn.systembolaget.se/productimages/24496340/24496340,
RonciCone,Chianti Classico,Barone Ricasoli,2017,14.0,750.0,599.0,Italien,Toscana,Chianti,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/roncicone-7619601,,
Vinovativas Rieslinglåda,,Flera producenter,,12.5,4500.0,1410.0,EU,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinovativas-rieslinglåda-7453509,,
Vinovativas Bubbellåda,,Flera producenter,,12.0,4500.0,810.0,Varierande ursprung,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinovativas-bubbellåda-7389909,,
Peyrassol,Cuvée des Commandeurs Rosé,Maison Austruy,2019,13.0,750.0,159.0,Frankrike,Provence,Côtes de Provence,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/peyrassol-7234901,,
Memòries Biniaugal,Blanc,Biniagual,2018,12.0,750.0,223.0,Spanien,Balearerna,Mallorca,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/memòries-biniaugal-7475401,https://product-cdn.systembolaget.se/productimages/11894884/11894884,
Abdyika,Melnik Tradition Reserve,Damiannitza AD,2014,14.0,750.0,139.0,Bulgarien,Trakien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/abdyika-7520201,,
Sant' Antimo,Rosso,Tenuta di Collosorbo,2015,13.5,750.0,159.0,Italien,Toscana,Sant'Antimo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sant'-antimo-7415801,,
Di Lenardo,Pass the Cookies,Di Lenardo,2016,12.0,500.0,198.0,Italien,,,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/di-lenardo-7110502,,
5 Wingert,Riesling Trocken,Weinbau der Lebenshilfe e.V.,2015,12.0,750.0,134.0,Tyskland,Pfalz,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/5-wingert-7412401,,
Julien Brocard,Boissoneuse,Julien Brocard,2018,12.5,750.0,299.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/julien-brocard-7465101,,
Vinlåda XXIII,Naturviner från Lammidia,Lammidia,,11.0,4500.0,1404.0,Italien,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinlåda-xxiii-7804609,,
Marteaux,Extra Brut,Champagne Olivier et Laëtitia Marteaux,,12.5,750.0,399.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/marteaux-7396901,,
Beaune Gréves,Premier Cru,Domaine Rapet,2018,13.5,750.0,469.0,Frankrike,Bourgogne,Côte de Beaune,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/beaune-gréves-7506601,,
Vinlåda XXIV - Italienska Naturviner 24,,Flera producenter,,12.5,4500.0,1404.0,Italien,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinlåda-xxiv---italienska-naturviner-24-7866109,,
La Fiorita,Rosso di Montalcino,La Fiorita,2018,14.0,750.0,249.0,Italien,Toscana,Rosso di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-fiorita-7907901,https://sb-product-media-prod.azureedge.net/productimages/24489449/24489449,
Son P,Red,Finca Es Fangar S.A.U.,2017,13.0,750.0,228.0,Spanien,Balearerna,Mallorca,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/son-p-7163201,https://sb-product-media-prod.azureedge.net/productimages/24489822/24489822,
Domaine D’ Ardhuy,Puligny Montrachet,Domaine d'Ardhuy,2016,13.5,750.0,799.0,Frankrike,Bourgogne,Côte de Beaune,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-d’-ardhuy-7824201,https://product-cdn.systembolaget.se/productimages/24490499/24490499,
Amplify Blandlåda,,Presqu'ile,,13.5,2250.0,849.0,USA,Kalifornien,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/amplify-blandlåda-7855209,,
Cascina Massara,Barolo,Cascina Massara,2016,14.5,750.0,349.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cascina-massara-7264001,https://sb-product-media-prod.azureedge.net/productimages/24490501/24490501,
Elena Fucci,Titolo,Elena Fucci,2018,14.0,750.0,458.0,Italien,Basilicata,Aglianico del Vulture,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/elena-fucci-7652701,,
L'Art Zélé Syrah,Lionel Faury,Lionel Faury,2018,14.5,750.0,249.0,Frankrike,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/l'art-zélé-syrah-7226901,,
