name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"Bollinger, Bollinger",Bollinger,,12.0,1500.0,1199.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur, eller till ljust kött.","Torr, nyanserad, mycket frisk smak med inslag av gula äpplen, rostat bröd, apelsin och nougat.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/bollinger-741806,https://product-cdn.systembolaget.se/productimages/12231/12231,Pinot noir---Chardonnay---Pinot meunier
"Coteaux Bourguignons, Coteaux Bourguignons",Vignerons de Buxy,2019,13.5,750.0,99.0,Frankrike,Bourgogne,Coteaux Bourguignons,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk och skaldjur.,"Fruktig, mycket frisk smak med inslag av gula äpplen, örter, päron och citronskal.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/coteaux-bourguignons-537401,https://product-cdn.systembolaget.se/productimages/742846/742846,Chardonnay
"Barolo Fontanafredda, Barolo Fontanafredda",Fontanafredda,2016,14.0,750.0,200.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,"Serveras vid cirka 18°C till rätter av lamm-, nöt- eller viltkött.","Nyanserad, kryddig smak med fatkaraktär, inslag av torkade körsbär, kanel, mogna jordgubbar, sandelträ, nougat och pomerans.",0.0%,0.0%,83.33333333333334%,75.0%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/barolo-fontanafredda-7022701,https://product-cdn.systembolaget.se/productimages/887839/887839,Nebbiolo
"Nautilus, Nautilus",Nautilus Estate,2016,13.5,750.0,249.0,Nya Zeeland,Marlborough,,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till rätter av fågel-, fläsk- eller lammkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, sandelträ, körsbär, ingefära och choklad.",0.0%,0.0%,83.33333333333334%,50.0%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/nautilus-7476201,https://product-cdn.systembolaget.se/productimages/340680/340680,Pinot noir
"Domaine Laougué, Domaine Laougué",Domaine Laougue,2017,14.0,750.0,109.0,Frankrike,Frankrike sydväst,Madiran,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, fruktig smak med inslag av fat, blåbär, svarta vinbär, färska örter, skogshallon och vanilj.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/domaine-laougué-239701,https://product-cdn.systembolaget.se/productimages/13428642/13428642,Tannat---Cabernet franc
"Colinas, Colinas",Colinas de São Lourenco,2012,14.0,750.0,199.0,Portugal,Bairrada,,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 18°C till rätter av mörkt kött, gärna grillat.","Nyanserad, fruktig, något utvecklad smak med tydlig fatkaraktär, inslag av mörka körsbär, mörk choklad, plommon, ceder, tobak, kaffe och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/colinas-212301,https://product-cdn.systembolaget.se/productimages/24414232/24414232,
"Château La Grave à Pomerol, Château La Grave à Pomerol",Bordeauxslott,2015,14.0,750.0,599.0,Frankrike,Bordeaux,Pomerol,Rött vin,Stramt & Nyanserat,"Serveras vid cirka 18°C till rätter av lamm-, nöt- eller viltkött.","Komplex, utvecklad smak med rostad fatkaraktär, inslag av korinter, svarta vinbär, tobak, plommon, kaffe och mörk choklad.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/château-la-grave-à-pomerol-7344501,https://product-cdn.systembolaget.se/productimages/21604/21604,Merlot---Cabernet franc
"Villa Maria, Villa Maria",Villa Maria Estate,2019,13.5,750.0,120.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,Serveras vid cirka 8°C till lättare rätter av fisk eller skaldjur.,"Mycket frisk, aromatisk smak med inslag av passionsfrukt, krusbär, nässlor, tomatblad och lime.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/villa-maria-626201,https://product-cdn.systembolaget.se/productimages/601205/601205,Sauvignon blanc
"Brancaia Rosé, Brancaia Rosé",Casa Brancaia,2019,12.5,750.0,145.0,Italien,Toscana,,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C som sällskapsdryck, eller till fisk och kycklingrätter, gärna sallader.","Bärig, ungdomlig, mycket frisk smak med inslag av röda vinbär, färska örter, rabarber och citrus.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/brancaia-rosé-9500601,https://sb-product-media-prod.azureedge.net/productimages/24448078/24448078,Merlot
"Miraval, Miraval",Famille Perrin,2019,13.5,750.0,185.0,Frankrike,Provence,Côtes de Provence,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C till rätter av fisk, sallader eller till kyckling, eller som sällskapsdryck.","Bärig, mycket frisk smak med inslag av smultron, örter, vattenmelon, hallon, raberber och citrus.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/miraval-9911101,https://product-cdn.systembolaget.se/productimages/11418694/11418694,Cinsault---Grenache---Syrah---Rolle
"Siquilia, Siquilia",Cantine Ermes Soc. Coop Agr.,2019,14.0,750.0,89.0,Italien,Sicilien,,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till rätter av fläsk- och lammkött, eller till vegetariska rätter.","Mycket fruktig smak med inslag av blåbär, mörka körsbär, örter och sötlakrits.",0.0%,0.0%,75.0%,58.333333333333336%,50.0%,https://www.systembolaget.se/produkt/vin/siquilia-7986301,https://product-cdn.systembolaget.se/productimages/19667738/19667738,Nero d'avola
"JP Chenet, JP Chenet",Les Grands Chais de France,,10.5,200.0,33.0,Frankrike,,,Aperitif & Dessert,Smaksatta viner & fruktviner,Serveras vid 6-8°C som sällskapsdryck.,"Bärig, söt smak med inslag av svarta vinbär och blodgrapefrukt.",0.0%,75.0%,66.66666666666666%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/jp-chenet-7701404,https://product-cdn.systembolaget.se/productimages/24396896/24396896,
"JP Chenet, JP Chenet",Les Grands Chais de France,2018,13.0,750.0,79.0,Frankrike,Languedoc-Roussillon,VdP d'Oc,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till rätter av ljust kött, eller till vegetariska rätter.","Bärig smak med inslag av svarta vinbär, lakrits, björnbär och örter.",0.0%,0.0%,75.0%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/jp-chenet-464301,https://product-cdn.systembolaget.se/productimages/1141869/1141869,Cabernet sauvignon---Syrah
"Le Pallet, Le Pallet",EARL BEDOUET VIGNERON,2017,12.0,750.0,169.0,Frankrike,Loiredalen,Muscadet,Vitt vin,Friskt & Fruktigt,"Serveras vid 10-12°C till rätter av fisk eller fågel, eller till vegetariska rätter.","Nyanserad, fruktig smak med inslag av gula äpplen, kryddor, aprikos, marsipan, ananas och citrus.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-pallet-9120901,https://sb-product-media-prod.azureedge.net/productimages/24496474/24496474,Melon de bourgogne
"Solbacka Körsbärsvin, Solbacka Körsbärsvin",Pernod Ricard,,13.0,375.0,45.0,Finland,,,Aperitif & Dessert,Smaksatta viner & fruktviner,"Serveras vid 10-12°C till desserter, gärna innehållande choklad, eller till smakrika ostar.","Fruktig, mycket söt smak med tydlig karaktär av körsbär, inslag av mandelmassa och vanilj.",0.0%,83.33333333333334%,0.0%,66.66666666666666%,0.0%,https://www.systembolaget.se/produkt/vin/solbacka-körsbärsvin-237002,https://product-cdn.systembolaget.se/productimages/1692/1692,
"Sommar, Sommar",Mjödhamnen,,12.0,375.0,97.0,Sverige,Värmlands län,Kristinehamns kommun,Aperitif & Dessert,Smaksatta viner & fruktviner,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Bärig smak med tydlig karaktär av honung, inslag av hallon, rosor och havtorn.",0.0%,8.333333333333332%,0.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/sommar-7946002,https://product-cdn.systembolaget.se/productimages/978792/978792,
"Noble Vines 337, Noble Vines 337",Noble Vines,2017,14.5,750.0,119.0,USA,Kalifornien,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Mycket fruktig smak med rostad fatkaraktär, inslag av björnbär, choklad, mörka körsbär, kaffe, svarta vinbär och vanilj.",0.0%,0.0%,75.0%,75.0%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/noble-vines-337-466101,https://product-cdn.systembolaget.se/productimages/14080351/14080351,Cabernet sauvignon
"Casteloro, Casteloro",Fields Wine Company AB,,10.5,750.0,89.0,Italien,Venetien,Prosecco,Vitt vin,Friskt & Fruktigt,Serveras vid 6-8°C som sällskapsdryck.,"Ungdomlig, fruktig, pärlande smak med inslag av gråpäron, fläder och honungsmelon.",0.0%,8.333333333333332%,66.66666666666666%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/casteloro-7075101,https://product-cdn.systembolaget.se/productimages/18277951/18277951,
"Masumi Karakuchi Ki-ippon, Masumi Karakuchi Ki-ippon",Miyasaka Brewing Company,,15.0,300.0,95.0,Japan,,,Aperitif & Dessert,Sake,"Serveras antingen vid 10-14°C eller vid 35-45°C, gärna till sushi eller andra japanska rätter, eller serveras med is som aperitif.","Mild, något blommig smak med liten sötma, inslag av honung, grön banan, päron och mandel.",0.0%,33.33333333333333%,0.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/masumi-karakuchi-ki-ippon-15002,https://product-cdn.systembolaget.se/productimages/189537/189537,
"Sutherland, Sutherland",Thelema Mountain Vineyards,2019,13.0,750.0,159.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till rätter av ljust kött, eller till smakrika rätter av fisk.","Fruktig, nyanserad smak med rostad fatkaraktär, inslag av gula plommon, ananas, kryddor, nougat, äppelblommor och brynt smör.",0.0%,8.333333333333332%,75.0%,66.66666666666666%,0.0%,https://www.systembolaget.se/produkt/vin/sutherland-9307801,https://sb-product-media-prod.azureedge.net/productimages/24439556/24439556,Chardonnay
"Dominio de la Abadesa, Dominio de la Abadesa",Altos de Ontanon,2019,13.5,750.0,119.0,Spanien,Kastilien-León,Rueda,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller kyckling.,"Fruktig, ungdomlig smak med inslag av nätmelon, persika, päron, örter och citrus.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/dominio-de-la-abadesa-671701,https://product-cdn.systembolaget.se/productimages/24354824/24354824,Verdejo
"Ferrari Perlé, Ferrari Perlé",FERRARI F.LLI LUNELLI SPA,2015,12.5,750.0,219.0,Italien,Trentino-Alto Adige,Trento,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif eller till rätter av fisk, skaldjur eller ljust kött.","Nyanserad, utvecklad, mycket frisk smak med inslag av gula plommon, rostat bröd, honung, nougat, röda äpplen och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/ferrari-perlé-9771401,https://sb-product-media-prod.azureedge.net/productimages/24479092/24479092,Chardonnay
"Amarone della Valpolicella, Amarone della Valpolicella",Vivaldi Wines,2016,15.0,750.0,219.0,Italien,Venetien,Valpolicella,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött eller till lagrade hårdostar.,"Kryddig smak med inslag av fat, mörka körsbär, russin, muskot, blåbär, choklad, peppar och lavendel.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/amarone-della-valpolicella-7063501,https://product-cdn.systembolaget.se/productimages/9738833/9738833,
"Calera, Calera",Calera Wine Company,2017,14.5,750.0,259.0,USA,Kalifornien,Central Coast,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till rätter av fågel-, fläsk- eller lammkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, nougat, mynta, kardemumma, hallon och vanilj.",0.0%,0.0%,75.0%,50.0%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/calera-8728201,https://product-cdn.systembolaget.se/productimages/43116/43116,Pinot noir
"Saint Clair, Saint Clair",Saint Clair Family Estate,2018,12.5,750.0,129.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,"Serveras vid cirka 8°C som aperitif, till syrliga getostar, eller till rätter av fisk och skaldjur.","Aromatisk, ungdomlig, mycket frisk smak med inslag av passionsfrukt, svartvinbärsblad, nässlor, krusbär och lime.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/saint-clair-357701,https://product-cdn.systembolaget.se/productimages/299436/299436,Sauvignon blanc
"Vermentino Etichetta Nera, Vermentino Etichetta Nera",Cantina Lunae,2019,13.0,750.0,189.0,Italien,Ligurien,Colli di Luni,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller skaldjur, eller till sallader.","Nyanserad, fruktig smak med inslag av päron, gröna äpplen, honungsmelon, lime och örter. ",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/vermentino-etichetta-nera-9243901,https://sb-product-media-prod.azureedge.net/productimages/24481883/24481883,Vermentino
"La Causa, La Causa",Miguel Torres,2019,12.5,750.0,129.0,Chile,Région del Sur,Valle del Itata,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C som sällskapsdryck, till fisk- och kycklingrätter, gärna sallader.","Bärig, mycket frisk smak med inslag av rabarber, lavendel, vattenmelon, smultron och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/la-causa-9303601,https://sb-product-media-prod.azureedge.net/productimages/24427637/24427637,Cinsault
"Moulin-à-Vent, Moulin-à-Vent",Château de Jacques,2018,13.5,750.0,199.0,Frankrike,Bourgogne,Beaujolais,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 16°C till rätter av ljust kött eller till vegetariska rätter.,"Nyanserad, fruktig, kryddig smak med inslag av fat, blåbär, färska örter, plommon, skogshallon, nougat och viol.",0.0%,0.0%,83.33333333333334%,50.0%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/moulin-à-vent-9048101,https://sb-product-media-prod.azureedge.net/productimages/24494096/24494096,Gamay
"Paul Jaboulet Domaine de Thalabert, Paul Jaboulet Domaine de Thalabert",Paul Jaboulet Ainé,2018,14.0,750.0,279.0,Frankrike,Rhonedalen,Crozes-Hermitage,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddigt, smakrikt vin med inslag av fat, björnbär, eneträ, plommon, skogshallon, färska örter, svarta oliver, lagerblad och viol. ",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/paul-jaboulet-domaine-de-thalabert-9532501,https://sb-product-media-prod.azureedge.net/productimages/24467809/24467809,Syrah
"Chapel Hill, Chapel Hill",Balatonboglár Winery,2019,12.0,750.0,59.0,Ungern,Balaton,Balatonboglár,Vitt vin,Druvigt & Blommigt,Serveras vid cirka 8°C som sällskapsdryck eller till lättare rätter av fisk.,"Druvig, ungdomlig smak med liten sötma, inslag av vit persika, päron, honung, örter och lime.",0.0%,33.33333333333333%,66.66666666666666%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/chapel-hill-290301,https://product-cdn.systembolaget.se/productimages/2195/2195,Riesling---Sauvignon blanc
"André Clouet, André Clouet",André Clouet,,12.0,750.0,319.0,Frankrike,Champagne,,Mousserande vin,Rosé,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Bärig, nyanserad, mycket frisk smak med inslag av smultron, kex, nougat och blodapelsin.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/andré-clouet-7725301,https://product-cdn.systembolaget.se/productimages/865202/865202,
"Charles Heidsieck, Charles Heidsieck",Charles Heidsieck,,12.0,750.0,469.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif eller till rätter av fisk, skaldjur eller ljust kött.","Nyanserad, mycket frisk, något utvecklad smak med inslag av gula äpplen, rostat bröd, nougat och mandarin.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/charles-heidsieck-7752201,https://product-cdn.systembolaget.se/productimages/617034/617034,Pinot noir---Chardonnay---Pinot meunier
"Château Courac, Château Courac",Château Courac,2016,14.0,750.0,119.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Nyanserad, kryddig smak med inslag av björnbär, lagerblad, blåbär, vitpeppar, lavendel, skogshallon och lakrits.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/château-courac-200701,https://product-cdn.systembolaget.se/productimages/18221342/18221342,Grenache---Syrah---Counoise---Mourvèdre
"Giacosa Fratelli, Giacosa Fratelli",Giacosa Fratelli,2019,12.5,750.0,89.0,Italien,Piemonte,Dolcetto d'Alba,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till rätter av fågel-, fläsk- eller lammkött.","Fruktig, nyanserad smak med inslag av blåbär, färska örter, mörka körsbär, lakrits och hallon.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/giacosa-fratelli-7170901,https://product-cdn.systembolaget.se/productimages/24395517/24395517,
"Collevite, Collevite",Collevite,2019,13.0,750.0,79.0,Italien,Marche,Falerio,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller till kyckling, eller till sallader.","Mycket fruktig, ungdomlig smak med inslag av päron, honungsmelon, persika, citrusskal och örter.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/collevite-239101,https://product-cdn.systembolaget.se/productimages/832801/832801,Pecorino
"Saint-Joseph, Saint-Joseph",Domaine Jean-Claude Marsanne,2018,14.0,750.0,299.0,Frankrike,Rhonedalen,Saint-Joseph,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig smak med inslag av fat, björnbär, lagerblad, plommon, rökta charkuterier, kakao, hallon och svartpeppar.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/saint-joseph-9048401,https://product-cdn.systembolaget.se/productimages/14516908/14516908,Syrah
"Lanson, Lanson",Lanson,,12.5,750.0,459.0,Frankrike,Champagne,,Mousserande vin,Rosé,Serveras vid 8-10°C som aperitif eller till fisk- eller milda kycklingrätter.,"Torr, ungdomlig, bärig smak med inslag av smultron, jordgubbar och blodgrapefrukt.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/lanson-749501,https://product-cdn.systembolaget.se/productimages/3972/3972,
